Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Accident Year,Age Group of Casualty,Time Period
1,2009-01-28,1740,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Pedestrian,Serious,Male,18,Car,2009,Adult,Noon
2,2009-01-28,1000,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Pedal cycle,2009,Adult,Daytime
2,2009-01-28,1720,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Male,25,Pedal cycle,2009,Adult,Noon
1,2009-01-28,805,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,Car,2009,Child,Daytime
3,2009-01-28,1209,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car,2009,Adult,Noon
3,2009-01-28,1209,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car,2009,Adult,Noon
2,2009-01-29,1735,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Pedal cycle,2009,Adult,Noon
4,2009-01-29,749,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Female,36,Car,2009,Adult,Daytime
4,2009-01-29,749,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver,Slight,Female,46,Car,2009,Adult,Daytime
4,2009-01-29,749,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Passenger,Serious,Male,42,Car,2009,Adult,Daytime
2,2009-01-29,900,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,2009,Adult,Daytime
2,2009-01-29,740,Wet / Damp,Daylight: street lights present,Other,Driver,Serious,Male,59,Pedal cycle,2009,Adult,Daytime
2,2009-01-29,1330,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car,2009,Adult,Noon
2,2009-01-29,1330,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Car,2009,Adult,Noon
3,2009-01-29,2332,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20,Car,2009,Adult,Night
3,2009-01-29,2332,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Car,2009,Adult,Night
3,2009-01-29,821,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Car,2009,Adult,Daytime
3,2009-01-29,821,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,2009,Adult,Daytime
3,2009-01-29,821,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car,2009,Adult,Daytime
1,2009-01-29,2241,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Serious,Male,44,Taxi/Private hire car,2009,Adult,Night
2,2009-01-30,1405,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car,2009,Adult,Noon
2,2009-01-30,1840,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 125cc and up to 500cc,2009,Adult,Night
2,2009-01-30,1840,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car,2009,Adult,Night
2,2009-01-30,1545,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle,2009,Adult,Noon
2,2009-01-30,703,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Motorcycle over 50cc and up to 125cc,2009,Adult,Daytime
2,2009-01-30,1823,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,35,Motorcycle over 500cc,2009,Adult,Night
1,2009-01-30,1820,Dry,Darkness: no street lighting,Fine without high winds,Pedestrian,Slight,Male,32,Car,2009,Adult,Night
2,2009-01-30,2248,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,35,Other Vehicle ,2009,Adult,Night
2,2009-01-30,2248,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,31,Car,2009,Adult,Night
2,2009-01-30,2248,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car,2009,Adult,Night
2,2009-01-30,715,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,33,Car,2009,Adult,Daytime
2,2009-01-30,715,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,54,Car,2009,Adult,Daytime
2,2009-01-30,2139,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car,2009,Adult,Night
5,2009-01-30,1755,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Car,2009,Adult,Noon
5,2009-01-30,1755,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car,2009,Adult,Noon
5,2009-01-30,1755,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,49,Car,2009,Adult,Noon
2,2009-01-30,1435,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car,2009,Adult,Noon
2,2009-01-30,1545,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car,2009,Adult,Noon
2,2009-01-30,1545,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car,2009,Adult,Noon
1,2009-01-31,1801,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,20,Car,2009,Adult,Night
1,2009-01-31,1801,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,24,Car,2009,Adult,Night
2,2009-01-31,1920,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Pedal cycle,2009,Adult,Night
1,2009-01-31,344,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car,2009,Adult,Midnight
1,2009-01-31,344,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,29,Car,2009,Adult,Midnight
1,2009-01-31,344,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,38,Car,2009,Adult,Midnight
1,2009-01-31,344,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,40,Car,2009,Adult,Midnight
1,2009-01-31,1455,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Car,2009,Elderly,Noon
2,2009-01-31,1400,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car,2009,Adult,Noon
2,2009-02-01,1847,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,26,Car,2009,Adult,Night
1,2009-02-01,506,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,22,Car,2009,Adult,Midnight
1,2009-02-01,506,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,21,Car,2009,Adult,Midnight
2,2009-02-01,1125,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car,2009,Adult,Daytime
2,2009-02-01,1125,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Car,2009,Adult,Daytime
2,2009-02-01,1250,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,2009,Adult,Noon
2,2009-02-01,1300,Wet / Damp,Daylight: street lights present,Unknown,Driver,Slight,Female,48,Car,2009,Adult,Noon
2,2009-02-02,1011,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,37,Car,2009,Adult,Daytime
1,2009-02-02,1720,Snow,Darkness: street lights present and lit,Snowing without high winds,Passenger,Slight,Male,4,Car,2009,Child,Noon
1,2009-02-02,935,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,47,Car,2009,Adult,Daytime
2,2009-02-02,1540,Snow,Daylight: street lights present,Snowing with high winds,Driver,Slight,Male,49,Car,2009,Adult,Noon
6,2009-02-02,922,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,22,Car,2009,Adult,Daytime
2,2009-02-03,1800,Snow,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car,2009,Adult,Noon
2,2009-02-03,830,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,40,Bus or coach (17 or more passenger seats),2009,Adult,Daytime
2,2009-02-03,830,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,17,Bus or coach (17 or more passenger seats),2009,Child,Daytime
2,2009-02-03,830,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats),2009,Child,Daytime
2,2009-02-03,830,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Male,19,Bus or coach (17 or more passenger seats),2009,Adult,Daytime
2,2009-02-03,915,Snow,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car,2009,Adult,Daytime
2,2009-02-03,915,Snow,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,29,Car,2009,Adult,Daytime
1,2009-02-03,1620,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,40,Motorcycle over 500cc,2009,Adult,Noon
2,2009-02-04,1641,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car,2009,Adult,Noon
1,2009-02-04,800,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Female,44,Car,2009,Adult,Daytime
2,2009-02-04,1240,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car,2009,Adult,Noon
1,2009-02-04,1530,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,24,Taxi/Private hire car,2009,Adult,Noon
2,2009-02-05,953,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,66,Car,2009,Elderly,Daytime
2,2009-02-05,1925,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,58,Car,2009,Adult,Night
2,2009-02-05,1925,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car,2009,Adult,Night
1,2009-02-05,1015,Snow,Daylight: street lights present,Snowing without high winds,Passenger,Slight,Female,26,Car,2009,Adult,Daytime
1,2009-02-05,900,Snow,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car,2009,Child,Daytime
6,2009-02-05,927,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car,2009,Adult,Daytime
2,2009-02-05,935,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver,Slight,Male,29,Car,2009,Adult,Daytime
2,2009-02-06,1930,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car,2009,Adult,Night
2,2009-02-06,1930,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car,2009,Adult,Night
2,2009-02-06,755,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Motorcycle over 50cc and up to 125cc,2009,Adult,Daytime
1,2009-02-06,1235,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,94,Car,2009,Elderly,Noon
1,2009-02-06,2245,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,25,Car,2009,Adult,Night
1,2009-02-06,2245,Frost / Ice,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,34,Car,2009,Adult,Night
2,2009-02-06,1710,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,36,Motorcycle over 500cc,2009,Adult,Noon
3,2009-02-06,1705,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car,2009,Adult,Noon
1,2009-02-06,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Bus or coach (17 or more passenger seats),2009,Child,Noon
1,2009-02-06,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,12,Bus or coach (17 or more passenger seats),2009,Child,Noon
1,2009-02-06,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Bus or coach (17 or more passenger seats),2009,Child,Noon
1,2009-02-06,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,14,Bus or coach (17 or more passenger seats),2009,Child,Noon
1,2009-02-06,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Bus or coach (17 or more passenger seats),2009,Child,Noon
1,2009-02-06,1425,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Bus or coach (17 or more passenger seats),2009,Child,Noon
3,2009-02-06,1755,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,62,Car,2009,Adult,Noon
2,2009-02-06,830,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,32,Car,2009,Adult,Daytime
1,2009-02-07,513,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car,2009,Adult,Midnight
2,2009-02-07,1945,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,64,Car,2009,Adult,Night
1,2009-02-07,1603,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Bus or coach (17 or more passenger seats),2009,Adult,Noon
1,2009-02-07,1603,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Bus or coach (17 or more passenger seats),2009,Adult,Noon
1,2009-02-07,1603,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,29,Bus or coach (17 or more passenger seats),2009,Adult,Noon
2,2009-02-07,1203,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car,2009,Adult,Noon
4,2009-02-07,645,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,57,Car,2009,Adult,Daytime
4,2009-02-07,645,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,52,Car,2009,Adult,Daytime
4,2009-02-07,645,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,55,Car,2009,Adult,Daytime
2,2009-02-07,1814,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Car,2009,Adult,Night
1,2009-02-08,335,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,25,Taxi/Private hire car,2009,Adult,Midnight
2,2009-02-08,1829,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver,Slight,Male,63,Car,2009,Adult,Night
2,2009-02-08,1225,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56,Car,2009,Adult,Noon
2,2009-02-08,1512,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,34,Car,2009,Adult,Noon
1,2009-02-08,130,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car,2009,Adult,Midnight
1,2009-02-08,130,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car,2009,Adult,Midnight
1,2009-02-08,130,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25,Car,2009,Adult,Midnight
1,2009-02-08,130,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car,2009,Adult,Midnight
1,2009-02-09,800,Frost / Ice,Darkness: street lights present and lit,Other,Driver,Slight,Male,35,Car,2009,Adult,Daytime
1,2009-02-09,550,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,34,Car,2009,Adult,Midnight
1,2009-02-09,510,Frost / Ice,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,43,Car,2009,Adult,Midnight
2,2009-02-09,725,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car,2009,Adult,Daytime
2,2009-02-09,1315,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Goods vehicle 3.5 tonnes mgw and under,2009,Adult,Noon
2,2009-02-09,1315,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Goods vehicle 3.5 tonnes mgw and under,2009,Adult,Noon
1,2009-02-09,840,Frost / Ice,Daylight: street lights present,Other,Driver,Slight,Female,25,Car,2009,Adult,Daytime
4,2009-02-09,900,Snow,Daylight: street lights present,Other,Driver,Slight,Male,50,Goods vehicle 3.5 tonnes mgw and under,2009,Adult,Daytime
4,2009-02-09,900,Snow,Daylight: street lights present,Other,Driver,Slight,Male,29,Car,2009,Adult,Daytime
2,2009-02-09,1730,Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Female,40,Car,2009,Adult,Noon
2,2009-02-09,1730,Wet / Damp,Darkness: street lights present and lit,Other,Driver,Slight,Male,33,Car,2009,Adult,Noon
2,2009-02-09,910,Snow,Daylight: street lights present,Snowing without high winds,Driver,Slight,Female,50,Car,2009,Adult,Daytime
1,2009-02-10,1145,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,39,Bus or coach (17 or more passenger seats),2009,Adult,Daytime
2,2009-02-10,1515,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle,2009,Adult,Noon
2,2009-02-10,1538,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Car,2009,Adult,Noon
1,2009-02-10,845,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,35,Car,2009,Adult,Daytime
3,2009-02-10,1640,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,42,Car,2009,Adult,Noon
3,2009-02-10,1640,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car,2009,Adult,Noon
2,2009-02-10,1430,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car,2009,Adult,Noon
2,2009-02-11,20,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Car,2009,Adult,Midnight
